2.806429994842716980e+01,6.734000014090428810e-01,2.726739311602339733e+00,4.650759282926879123e+00,2.416568157120980054e+00,2.034509462675097691e+00,2.036502867630974212e+00,1.374800011177029768e+00,9.194799984240482615e+00,1.585000020113801755e-01,5.594000008987736194e-01,2.115384329341579939e+00,4.564599993215202822e+00,1.039880931146720044e+01,1.665465253721675253e+03,4.099603317348747389e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.805923189264226281e+01,6.736335253400078660e-01,2.500041275368087401e+00,4.465920152723543701e+00,2.202276615182116259e+00,1.770205855813735685e+00,1.769369856568511201e+00,1.375982057255771496e+00,9.193246040464961411e+00,1.587311678587159103e-01,5.595112607733625509e-01,1.820025867946513110e+00,4.563934210459952290e+00,9.530860316741996741e+00,1.966585493724218395e+04,6.464733401528828693e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.799921898940640830e+01,6.773762464542740780e-01,2.338085437648078191e+00,4.142200904134904604e+00,2.087152809914377904e+00,1.651725471704575510e+00,1.648711463163876623e+00,1.390703365026419780e+00,9.174808749623732496e+00,1.617929499892435397e-01,5.610913950809399697e-01,1.672371910459975020e+00,4.556058728967197879e+00,8.900907064924361123e+00,1.919237443589713075e+04,8.289769854939748939e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.779551852939618328e+01,6.944395212892635616e-01,2.233451677129820290e+00,3.931105179316463971e+00,2.023458388756308679e+00,1.571971995636536112e+00,1.566924679520643515e+00,1.441968984601647019e+00,9.112331777650894082e+00,1.733367787376692004e-01,5.680304867168096683e-01,1.567879388720201383e+00,4.529340743257586510e+00,8.495183940269829037e+00,1.870281924557755701e+04,9.703451609055205651e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.737758505088120131e+01,7.409784259320181254e-01,2.180174046700491974e+00,3.812813017385622061e+00,2.006825562177938060e+00,1.528469008775741989e+00,1.521503349850584774e+00,1.547281451344199033e+00,8.985149033496881543e+00,1.993919476598811913e-01,5.875240969898205545e-01,1.501473927695963440e+00,4.474490626527552806e+00,8.287338738667783034e+00,1.824814060025861545e+04,1.080522192766503053e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.672385641253498534e+01,8.354955075281561561e-01,2.156869815617071584e+00,3.746944592958822540e+00,2.018412180434338232e+00,1.506193774698643573e+00,1.497445757356839824e+00,1.708170973230673351e+00,8.789612668451088240e+00,2.434947212438268449e-01,6.301601288924216782e-01,1.456811651083744774e+00,4.388487906562483332e+00,8.194399590799285704e+00,1.773895019360576407e+04,1.166555572255596829e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.585806428034875637e+01,9.936666635359903132e-01,2.150909781290030409e+00,3.710474254870947064e+00,2.046991829666013007e+00,1.496122687195340806e+00,1.485705612839576917e+00,1.911011840954531360e+00,8.538324461174784830e+00,3.055962520040645947e-01,7.087368449245672331e-01,1.424242139175886379e+00,4.274043425626483206e+00,8.167653124396430542e+00,1.722426207419224374e+04,1.234039957604971605e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.483080780027791334e+01,1.224874745722840830e+00,2.149074964343964833e+00,3.679983871124895778e+00,2.080349308295209809e+00,1.489018268994658944e+00,1.477008654792313136e+00,2.134000520270785017e+00,8.253825919409136347e+00,3.828396307576362179e-01,8.362281743314240456e-01,1.394431307270308285e+00,4.137244011757278628e+00,8.156576300663282098e+00,1.674735493829855113e+04,1.287324272122672575e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.370862983870096130e+01,1.529367854826273465e+00,2.142762233695759466e+00,3.640182619014799226e+00,2.110171686128382351e+00,1.479091555326828900e+00,1.465535015174248334e+00,2.353127483260836428e+00,7.963676899134237708e+00,4.706348053720063040e-01,1.022585350842498464e+00,1.361788199274893030e+00,3.986274433808646656e+00,8.128307332005014985e+00,1.624268784863085602e+04,1.329528095945651067e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.255558744663507298e+01,1.899956012256674320e+00,2.130471057358999332e+00,3.588305379812898543e+00,2.134689754171721798e+00,1.465470425907575702e+00,1.450406661275541076e+00,2.548777149552689192e+00,7.693442551861237710e+00,5.645757830449211756e-01,1.273377468714019800e+00,1.325624070138986976e+00,3.829137180683921393e+00,8.077007458895053560e+00,1.574274807424831670e+04,1.363120371465044300e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
