2.824128668924913654e+01,5.695198958296298031e+01,4.617696967107160333e+01,1.782898981423759039e+02,2.509212526321015346e+01,3.861659562386515060e-02,2.666014651368534549e-01,1.470607417890194835e-02,9.865674906303360803e-02,3.307722988479898873e+01,5.645149310643274632e+00,7.527168610797596138e+00,7.585301752320298796e+00,1.873981583530637920e+02,2.049646525372167162e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.838774799937769089e+01,5.519120159549596849e+01,4.646478192475233726e+01,1.824485173487392728e+02,2.540257304880537959e+01,3.245134411557009518e-02,2.240377678845543730e-01,1.235820677765071297e-02,8.290591289692532395e-02,3.152740288156074655e+01,5.728721248299256885e+00,7.397508288178387126e+00,7.491856629750499152e+00,1.909292710757228235e+02,2.005085493724218759e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.859611922710898924e+01,5.304051072263968791e+01,4.581652124580855912e+01,1.824383253110948431e+02,2.519655169191409883e+01,2.717577256107615163e-02,1.876162479877255540e-01,1.049033094391680666e-02,7.037513444661902540e-02,3.007954146501983672e+01,5.761030402788749782e+00,7.108769394780894757e+00,7.417515171567887755e+00,1.902496427020247438e+02,1.957737443589712348e+04,1.516804100000000233e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.878878241285992701e+01,5.111042988060282966e+01,4.524397641529665037e+01,1.822135911208254129e+02,2.502423019884201594e+01,2.299114821716685339e-02,1.587264154400810923e-01,8.973307940686922266e-03,6.019807727066536773e-02,2.882625384282124159e+01,5.781768161213075352e+00,6.862081825375882183e+00,7.357137656039337337e+00,1.894976364739659971e+02,1.908781924557754974e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.895358426579888445e+01,4.945946112987906673e+01,4.518362474898696490e+01,1.837311844109352137e+02,2.511297273058619695e+01,1.966636289431825460e-02,1.357727442524233608e-01,7.675664071107577736e-03,5.149274068274450888e-02,2.775420615712162231e+01,5.799506999075686231e+00,6.717692164504498464e+00,7.305491430030082611e+00,1.906374157482413523e+02,1.863314060025861181e+04,1.516804100000000233e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.910664892260628989e+01,4.795266720692033147e+01,4.406241284833137684e+01,1.805074112540809210e+02,2.463247950499854610e+01,1.668458585099551195e-02,1.151871355104140543e-01,6.661007255152832929e-03,4.468584295742526746e-02,2.678198263853016314e+01,5.813158815359839693e+00,6.444056406263307224e+00,7.265108088755085625e+00,1.870006314965791887e+02,1.812395019360576407e+04,1.516804099999999877e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.922048025415012162e+01,4.662353848165842152e+01,4.344400395275230409e+01,1.791435840451583204e+02,2.443937244428630962e+01,1.441657584152839996e-02,9.952923554019237062e-02,5.815606749128155416e-03,3.901441327700828909e-02,2.588738378782439042e+01,5.826198616551714338e+00,6.282581582485050831e+00,7.231461148615302648e+00,1.853556796901839618e+02,1.760926207419224374e+04,1.516804100000000233e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.931986435462691531e+01,4.546309995400083892e+01,4.330137676150641113e+01,1.795804197832543423e+02,2.449287612368437905e+01,1.258685561994942088e-02,8.689720301679670911e-02,5.077502681518794754e-03,3.406278941773178276e-02,2.510632552504956649e+01,5.837583433844757863e+00,6.199704485595245451e+00,7.202084606724447724e+00,1.856056175453114179e+02,1.713235493829854749e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.933486292503958026e+01,4.442910128355062227e+01,4.215747262519096239e+01,1.758957699971130637e+02,2.403290681014580699e+01,1.089216825953651623e-02,7.519741110257187333e-02,4.479660774371226756e-03,3.005212428063895602e-02,2.428296354110386446e+01,5.853325331913790563e+00,6.047014047936485781e+00,7.178290498819976939e+00,1.816291792588589260e+02,1.662768784863085966e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.931045630568606697e+01,4.351631256104324308e+01,4.139378398052424757e+01,1.737378430168361660e+02,2.379484531765525190e+01,9.564728889827556896e-03,6.603302788526826950e-02,3.970943979812658307e-03,2.663936132742890719e-02,2.349564111858051874e+01,5.870374377635962482e+00,5.978181845513288017e+00,7.158043570396545263e+00,1.792515525538430552e+02,1.612774807424830942e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.928882133915364605e+01,4.270718151439611887e+01,4.106713011387333268e+01,1.732865861463231738e+02,2.378352081021533238e+01,8.478544443665692043e-03,5.853422173528607247e-02,3.519997838303111793e-03,2.361415692667344010e-02,2.279772822803219512e+01,5.885487307790949529e+00,5.967414227593387466e+00,7.140095913964466412e+00,1.786531873774430892e+02,1.566515001105454758e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.921826166964477878e+01,4.195651546876769800e+01,3.982911299412892703e+01,1.690505547657548391e+02,2.325889409090852311e+01,7.437680386967644025e-03,5.134829873920265103e-02,3.148897358110950076e-03,2.112460284812717193e-02,2.215819264211203787e+01,5.891150314317695091e+00,5.847621853021819582e+00,7.125326114852816417e+00,1.741480108724388458e+02,1.518195529654348320e+04,1.516804100000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
