0,-5.17
0.010416667,-5.17
0.020833333,-5.17
0.03125,-5.17
0.041666667,-1.07
0.052083333,-1.07
0.0625,-1.07
0.072916667,-1.07
0.083333333,-1.47
0.09375,-1.47
0.104166667,-1.47
0.114583333,-1.47
0.125,-5.08
0.135416667,-5.08
0.145833333,-5.08
0.15625,-5.08
0.166666667,-4.49
0.177083333,-4.49
0.1875,-4.49
0.197916667,-4.49
0.208333333,-5.40
0.21875,-5.40
0.229166667,-5.40
0.239583333,-5.40
0.25,-5.02
0.260416667,-5.02
0.270833333,-5.02
0.28125,-5.02
0.291666667,-1.30
0.302083333,-1.30
0.3125,-1.30
0.322916667,-1.30
0.333333333,-1.44
0.34375,-1.44
0.354166667,-1.44
0.364583333,-1.44
0.375,-1.09
0.385416667,-1.09
0.395833333,-1.09
0.40625,-1.09
0.416666667,-1.07
0.427083333,-1.07
0.4375,-1.07
0.447916667,-1.07
0.458333333,-1.07
0.46875,-1.07
0.479166667,-1.07
0.489583333,-1.07
0.5,-0.79
0.510416667,-0.79
0.520833333,-0.79
0.53125,-0.79
0.541666667,-0.27
0.552083333,-0.27
0.5625,-0.27
0.572916667,-0.27
0.583333333,0.85
0.59375,0.85
0.604166667,0.85
0.614583333,0.85
0.625,23.53
0.635416667,23.53
0.645833333,23.53
0.65625,23.53
0.666666667,36.54
0.677083333,36.54
0.6875,36.54
0.697916667,36.54
0.708333333,46.03
0.71875,46.03
0.729166667,46.03
0.739583333,46.03
0.75,55.57
0.760416667,55.57
0.770833333,55.57
0.78125,55.57
0.791666667,54.95
0.802083333,54.95
0.8125,54.95
0.822916667,54.95
0.833333333,49.23
0.84375,49.23
0.854166667,49.23
0.864583333,49.23
0.875,44.99
0.885416667,44.99
0.895833333,44.99
0.90625,44.99
0.916666667,45.96
0.927083333,45.96
0.9375,45.96
0.947916667,45.96
0.958333333,35.00
0.96875,35.00
0.979166667,35.00
0.989583333,35.00
1,57.91
1.010416667,57.91
1.020833333,57.91
1.03125,57.91
1.041666667,51.67
1.052083333,51.67
1.0625,51.67
1.072916667,51.67
1.083333333,52.93
1.09375,52.93
1.104166667,52.93
1.114583333,52.93
1.125,44.09
1.135416667,44.09
1.145833333,44.09
1.15625,44.09
1.166666667,50.08
1.177083333,50.08
1.1875,50.08
1.197916667,50.08
1.208333333,69.72
1.21875,69.72
1.229166667,69.72
1.239583333,69.72
1.25,105.08
1.260416667,105.08
1.270833333,105.08
1.28125,105.08
1.291666667,140.64
1.302083333,140.64
1.3125,140.64
1.322916667,140.64
1.333333333,145.98
1.34375,145.98
1.354166667,145.98
1.364583333,145.98
1.375,147.05
1.385416667,147.05
1.395833333,147.05
1.40625,147.05
1.416666667,145.61
1.427083333,145.61
1.4375,145.61
1.447916667,145.61
1.458333333,143.35
1.46875,143.35
1.479166667,143.35
1.489583333,143.35
1.5,144.38
1.510416667,144.38
1.520833333,144.38
1.53125,144.38
1.541666667,143.76
1.552083333,143.76
1.5625,143.76
1.572916667,143.76
1.583333333,148.20
1.59375,148.20
1.604166667,148.20
1.614583333,148.20
1.625,155.34
1.635416667,155.34
1.645833333,155.34
1.65625,155.34
1.666666667,162.89
1.677083333,162.89
1.6875,162.89
1.697916667,162.89
1.708333333,170.00
1.71875,170.00
1.729166667,170.00
1.739583333,170.00
1.75,174.74
1.760416667,174.74
1.770833333,174.74
1.78125,174.74
1.791666667,164.46
1.802083333,164.46
1.8125,164.46
1.822916667,164.46
1.833333333,153.00
1.84375,153.00
1.854166667,153.00
1.864583333,153.00
1.875,141.67
1.885416667,141.67
1.895833333,141.67
1.90625,141.67
1.916666667,134.91
1.927083333,134.91
1.9375,134.91
1.947916667,134.91
1.958333333,124.22
1.96875,124.22
1.979166667,124.22
1.989583333,124.22
2,130.01
2.010416667,130.01
2.020833333,130.01
2.03125,130.01
2.041666667,120.00
2.052083333,120.00
2.0625,120.00
2.072916667,120.00
2.083333333,118.76
2.09375,118.76
2.104166667,118.76
2.114583333,118.76
2.125,115.00
2.135416667,115.00
2.145833333,115.00
2.15625,115.00
2.166666667,113.63
2.177083333,113.63
2.1875,113.63
2.197916667,113.63
2.208333333,116.27
2.21875,116.27
2.229166667,116.27
2.239583333,116.27
2.25,138.92
2.260416667,138.92
2.270833333,138.92
2.28125,138.92
2.291666667,159.92
2.302083333,159.92
2.3125,159.92
2.322916667,159.92
2.333333333,169.17
2.34375,169.17
2.354166667,169.17
2.364583333,169.17
2.375,171.18
2.385416667,171.18
2.395833333,171.18
2.40625,171.18
2.416666667,168.57
2.427083333,168.57
2.4375,168.57
2.447916667,168.57
2.458333333,169.49
2.46875,169.49
2.479166667,169.49
2.489583333,169.49
2.5,164.50
2.510416667,164.50
2.520833333,164.50
2.53125,164.50
2.541666667,160.91
2.552083333,160.91
2.5625,160.91
2.572916667,160.91
2.583333333,163.06
2.59375,163.06
2.604166667,163.06
2.614583333,163.06
2.625,167.73
2.635416667,167.73
2.645833333,167.73
2.65625,167.73
2.666666667,166.61
2.677083333,166.61
2.6875,166.61
2.697916667,166.61
2.708333333,170.72
2.71875,170.72
2.729166667,170.72
2.739583333,170.72
2.75,168.93
2.760416667,168.93
2.770833333,168.93
2.78125,168.93
2.791666667,160.99
2.802083333,160.99
2.8125,160.99
2.822916667,160.99
2.833333333,149.62
2.84375,149.62
2.854166667,149.62
2.864583333,149.62
2.875,130.99
2.885416667,130.99
2.895833333,130.99
2.90625,130.99
2.916666667,114.27
2.927083333,114.27
2.9375,114.27
2.947916667,114.27
2.958333333,93.66
2.96875,93.66
2.979166667,93.66
2.989583333,93.66
3,80.89
3.010416667,80.89
3.020833333,80.89
3.03125,80.89
3.041666667,70.67
3.052083333,70.67
3.0625,70.67
3.072916667,70.67
3.083333333,40.00
3.09375,40.00
3.104166667,40.00
3.114583333,40.00
3.125,8.68
3.135416667,8.68
3.145833333,8.68
3.15625,8.68
3.166666667,0.85
3.177083333,0.85
3.1875,0.85
3.197916667,0.85
3.208333333,11.02
3.21875,11.02
3.229166667,11.02
3.239583333,11.02
3.25,61.02
3.260416667,61.02
3.270833333,61.02
3.28125,61.02
3.291666667,79.20
3.302083333,79.20
3.3125,79.20
3.322916667,79.20
3.333333333,84.20
3.34375,84.20
3.354166667,84.20
3.364583333,84.20
3.375,83.32
3.385416667,83.32
3.395833333,83.32
3.40625,83.32
3.416666667,70.07
3.427083333,70.07
3.4375,70.07
3.447916667,70.07
3.458333333,79.74
3.46875,79.74
3.479166667,79.74
3.489583333,79.74
3.5,80.89
3.510416667,80.89
3.520833333,80.89
3.53125,80.89
3.541666667,79.72
3.552083333,79.72
3.5625,79.72
3.572916667,79.72
3.583333333,80.22
3.59375,80.22
3.604166667,80.22
3.614583333,80.22
3.625,79.74
3.635416667,79.74
3.645833333,79.74
3.65625,79.74
3.666666667,80.82
3.677083333,80.82
3.6875,80.82
3.697916667,80.82
3.708333333,86.16
3.71875,86.16
3.729166667,86.16
3.739583333,86.16
3.75,72.28
3.760416667,72.28
3.770833333,72.28
3.78125,72.28
3.791666667,66.61
3.802083333,66.61
3.8125,66.61
3.822916667,66.61
3.833333333,43.20
3.84375,43.20
3.854166667,43.20
3.864583333,43.20
3.875,31.25
3.885416667,31.25
3.895833333,31.25
3.90625,31.25
3.916666667,34.96
3.927083333,34.96
3.9375,34.96
3.947916667,34.96
3.958333333,9.09
3.96875,9.09
3.979166667,9.09
3.989583333,9.09
4,0.05
4.010416667,0.05
4.020833333,0.05
4.03125,0.05
4.041666667,0.07
4.052083333,0.07
4.0625,0.07
4.072916667,0.07
4.083333333,0.07
4.09375,0.07
4.104166667,0.07
4.114583333,0.07
